New York,40.71666666666667,-74.0
Kanagawa,35.47694444444444,139.62944444444443
Nippon,35.658611111111114,139.74555555555557
China,35.0,105.0
Liverpool,53.4,-2.9833333333333334
Hartford,31.10361111111111,-85.69444444444444
Englishtown,40.295965,-74.359821
strait of Macassar,1.0333333333333334,118.95
Hong Kong,22.278333333333332,114.1588888888889
Celebes Sea,3.75,125.43333333333334
Java Sea,-6.766666666666667,105.2
Indian Ocean,-20.0,80.0
Philippine Islands,14.583333333333334,121.0
Luzon,38.01444444444444,-122.25138888888888
Mindoro Island,13.2,120.9
Sulu Island,6.0,121.0
Luzon,38.01444444444444,-122.25138888888888
Anjer,-6.066666666666666,105.88333333333334
Philippines,14.583333333333334,121.0
Sulu Sea,11.883333333333333,121.88333333333334
Sulu Archipelago,6.0,121.0
Basilan,6.580555555555556,122.03777777777778
Makassar,-5.133333333333334,119.41666666666667
Manado,1.4930555555555556,124.84126111111111
Java Sea,-6.766666666666667,105.2
Anjer,-6.066666666666666,105.88333333333334
Singapore,1.3666666666666667,103.8
Anjer,-6.066666666666666,105.88333333333334
Indian Ocean,-20.0,80.0
Anjer,-6.066666666666666,105.88333333333334
Anjer,-6.066666666666666,105.88333333333334
Indian Ocean,-20.0,80.0
New York,40.71666666666667,-74.0
New York,40.71666666666667,-74.0
Anjer,-6.066666666666666,105.88333333333334
Anjer,-6.066666666666666,105.88333333333334
Anjer,-6.066666666666666,105.88333333333334
Jamestown,37.20916666666667,-76.7775
Longwood,-15.933333333333334,-5.666666666666667
New York,40.71666666666667,-74.0
Liverpool,40.39083333333333,-90.00083333333333
Cape Hatteras,35.25458,-75.51995
China,35.0,105.0
North River,40.78666666666667,-73.99194444444444
China,35.0,105.0
Long Island Sound,41.105,-72.90138888888889
East River,40.79666666666667,-73.86722222222222
China,35.0,105.0
